NCESID,NAME,ADDRESS,CITY,STATE,COUNTY
AA890367,PLEASANTVIEW CHRISTIAN SCHOOL,3509 SOLDIERS HOME RD,WEST LAFAYETTE,IN,TIPPECANOE
423795,ST JOHN THE BAPTIST SCHOOL,323 MILL ST,TIPTON,IN,TIPTON
422292,RESURRECTION ELEMENTARY SCHOOL,5301 NEW HARMONY RD,EVANSVILLE,IN,VANDERBURGH
422496,ST THERESA ELEMENTARY SCHOOL,700 HERNDON DR,EVANSVILLE,IN,VANDERBURGH
425409,HOLY CROSS SCHOOL,6401 S US HIGHWAY 41,TERRE HAUTE,IN,VIGO
2027519,COMMUNITY CHRISTIAN SCHOOL,2000 N 13TH ST,TERRE HAUTE,IN,VIGO
A0301479,CROSS T PREPARATORY & HEAVEN'S EXPRESS,2929 N 7TH ST,TERRE HAUTE,IN,VIGO
K9302441,UNION HOSPITAL CHILD DEV CENTER,1729 N 6TH ST,TERRE HAUTE,IN,VIGO
A0700893,CALVARY CHAPEL CHRISTIAN SCHOOL,619 N STATE ROAD 13,WABASH,IN,WABASH
422168,ST JOHN THE BAPTIST SCHOOL,725 FRAME RD,NEWBURGH,IN,WARRICK
A0301455,EAST SALEM 3RD SCHOOL,8575 E NEW PHILADELPHIA RD,SALEM,IN,WASHINGTON
A9701466,EAST SALEM PAROCHIAL SCHOOL,1762 NAUGLE RD,SALEM,IN,WASHINGTON
A0700978,SUGAR GROVE AMISH SCHOOL,10260 W E OLER RD,ECONOMY,IN,WAYNE
A0509076,RICHMOND ACADEMY,1900 W MAIN ST,RICHMOND,IN,WAYNE
A9102651,OAK PARK ACADEMY,1920 CHESTER BLVD,RICHMOND,IN,WAYNE
A0701001,BAIS CHAYA MUSHKA-OHOLEI MENACHEM TORAH ED PROG,417 OAK DR,POSTVILLE,IA,ALLAMAKEE
A0103600,SONRISE CHRISTIAN SCHOOL & DAYCARE,928 JEFFERSON ST,WATERLOO,IA,BLACK HAWK
457146,COLUMBUS HIGH SCHOOL,3231 W 9TH ST,WATERLOO,IA,BLACK HAWK
459052,IMMANUEL LUTHERAN SCHOOL,207 FRANKLIN ST,WATERLOO,IA,BLACK HAWK
459063,COMMUNITY LUTHERAN SCHOOL,2681 QUAIL AVE,READLYN,IA,BREMER
A0501656,FAITH BIBLE ACADEMY,2327 BENSON SHADY GROVE AVE,JESUP,IA,BUCHANAN
459132,ZION LUTHERAN SCHOOL,1004 1ST AVE S,DENISON,IA,CRAWFORD
458434,ST ROSE OF LIMA SCHOOL,1012 2ND AVE S,DENISON,IA,CRAWFORD
458274,ASSUMPTION SCHOOL,1904 SYCAMORE ST,GRANGER,IA,DALLAS
457237,ST PAUL SCHOOL,309 3RD AVE SW,WORTHINGTON,IA,DUBUQUE
A0792028,ANNA B LAWTHER ACADEMY,2445 HILLCREST RD,DUBUQUE,IA,DUBUQUE
A0501663,SETON CATHOLIC SCHOOL,106 1ST ST SE,EPWORTH,IA,DUBUQUE
457587,ST COLUMBKILLE SCHOOL,1198 RUSH ST,DUBUQUE,IA,DUBUQUE
457022,SACRED HEART ELEMENTARY SCHOOL,806 EDDY ST,MAQUOKETA,IA,JACKSON
459664,SULLY CHRISTIAN SCHOOL,12629 S 92ND AVE E,SULLY,IA,JASPER
A0792029,MONTESSORI CHILDREN'S GARDEN,20 CIRCLE DR,NORTH LIBERTY,IA,JOHNSON
457077,SACRED HEART SCHOOL,234 N SYCAMORE ST,MONTICELLO,IA,JONES
458911,ST JOHN THE BAPTIST SCHOOL,304 S SUMMIT ST,BANCROFT,IA,KOSSUTH
458955,BISHOP GARRIGAN HIGH SCHOOL,1224 N MCCOY ST,ALGONA,IA,KOSSUTH
459176,TRINITY LUTHERAN SCHOOL,1361 7TH AVE SW,CEDAR RAPIDS,IA,LINN
1933003,CLEMONS LUTHERAN SCHOOL,302 BEVIN ST,CLEMONS,IA,MARSHALL
457099,SACRED HEART ELEMENTARY SCHOOL,218 S 12TH ST,OSAGE,IA,MITCHELL
A0701002,GEHLEN CATHOLIC SCHOOLS,709 PLYMOUTH ST NE,LE MARS,IA,PLYMOUTH
460002,GOSPEL ASSEMBLY CHRISTIAN ACADEMY,4665 72ND ST,DES MOINES,IA,POLK
A0103467,IOWA CHRISTIAN ACADEMY,2501 VINE ST,WEST DES MOINES,IA,POLK
A9701561,SHEPHERD'S FLOCK EARLY LEARNING CENTER,3900 ASHWORTH RD,WEST DES MOINES,IA,POLK
460013,GRANDVIEW PARK BAPTIST SCHOOL,1701 E 33RD ST,DES MOINES,IA,POLK
458376,HOLY FAMILY SCHOOL,1265 E 9TH ST,DES MOINES,IA,POLK
459391,RIVERMONT COLLEGIATE,1821 SUNSET DR,BETTENDORF,IA,SCOTT
2120245,MARQUETTE ACADEMY,1116 W 6TH ST,DAVENPORT,IA,SCOTT
AA001281,QUAD CITY SEVENTH-DAY ADVENTIST JR ACADEMY,4444 W KIMBERLY RD,DAVENPORT,IA,SCOTT
457962,ASSUMPTION HIGH SCHOOL,1020 W CENTRAL PARK AVE,DAVENPORT,IA,SCOTT
457871,JOHN F KENNEDY CATHOLIC SCHOOL,1627 W 42ND ST,DAVENPORT,IA,SCOTT
A9300391,HERITAGE CHRISTIAN SCHOOL,507 PARKVIEW DR,ELDRIDGE,IA,SCOTT
456925,IMMACULATE CONCEPTION-ST JOSEPH SCHOOL,311 16TH AVE,GILBERTVILLE,IA,BLACK HAWK
457554,ST CECILIA ELEMENTARY SCHOOL,2900 HOOVER AVE,AMES,IA,STORY
AA890379,NEVADA SEVENTH-DAY ADVENTIST SCHOOL,224 6TH ST,NEVADA,IA,STORY
A0301583,MAYFLOWER HERITAGE CHRISTIAN SCHOOL,604 E TOWNLINE ST,CRESTON,IA,UNION
459303,SCARVILLE LUTHERAN SCHOOL,411 LOGAN ST,SCARVILLE,IA,WINNEBAGO
AA890386,ARK CITY CHRISTIAN ACADEMY,901 N 5TH ST,ARKANSAS CITY,KS,COWLEY
A0701024,ST MARY'S ELEMENTARY SCHOOL,301 E 9TH ST,PITTSBURG,KS,CRAWFORD
A0501674,RAINTREE MONTESSORI SCHOOL,4601 CLINTON PKWY,LAWRENCE,KS,DOUGLAS
A9300395,APOSTOLIC ACADEMY,2512 RUCKER RD,JUNCTION CITY,KS,GEARY
490525,YATES MEMORIAL SDA ELEMENTARY SCHOOL,1710 E RIVER ST,EUREKA,KS,GREENWOOD
A9701576,NEWTON CHRISTIAN HIGH SCHOOL,208 N MERIDIAN RD,NEWTON,KS,HARVEY
2028115,NEWTON BIBLE CHRISTIAN SCHOOL,900 OLD MAIN ST,NEWTON,KS,HARVEY
490015,HERITAGE CHRISTIAN ACADEMY,16000 S BLACKBOB RD,OLATHE,KS,JOHNSON
A0301605,OLATHE CHRISTIAN SCHOOL,12030 S HEDGE LANE TER,OLATHE,KS,JOHNSON
A0103733,NATIVITY PARISH SCHOOL,3700 W 119TH ST,LEAWOOD,KS,JOHNSON
A0501679,ST MICHAEL THE ARCHANGEL SCHOOL,14201 NALL AVE,LEAWOOD,KS,JOHNSON
A9901925,ACCELERATED SCHOOLS OF OVERLAND PARK,10713 BARKLEY ST,OVERLAND PARK,KS,JOHNSON
488822,BISHOP MIEGE HIGH SCHOOL,5041 REINHARDT DR,ROELAND PARK,KS,JOHNSON
488673,ST PAUL CATHOLIC SCHOOL,920 W HONEYSUCKLE DR,OLATHE,KS,JOHNSON
489644,ST PATRICK CATHOLIC SCHOOL,630 W D AVE,KINGMAN,KS,KINGMAN
A0701029,XAVIER ELEMENTARY SCHOOL,541 MUNCIE RD,LEAVENWORTH,KS,LEAVENWORTH
488629,ST JOSEPH'S SCHOOL,307 IOWA ST,OLPE,KS,LYON
488899,ST MICHAELS CATHOLIC ELEMENTARY SCHOOL,605 ELM ST,AXTELL,KS,MARSHALL
490285,TRINITY LUTHERAN SCHOOL,34944 BLOCK RD,PAOLA,KS,MIAMI
489702,HOLY NAME CATHOLIC SCHOOL,406 WILLOW ST,COFFEYVILLE,KS,MONTGOMERY
489225,SACRED HEART SCHOOL,330 N OAK ST,PRATT,KS,PRATT
489327,ST MARY QUEEN OF THE UNIVERSE GRADE SCHOOL,304 E CLOUD ST,SALINA,KS,SALINE
A0501677,SALINA SDA SCHOOL,831 N 10TH ST,SALINA,KS,SALINE
489735,ST JOSEPH CATHOLIC SCHOOL,139 S MILLWOOD ST,WICHITA,KS,SEDGWICK
2028308,BETHEL LIFE SCHOOL,3777 S MERIDIAN AVE,WICHITA,KS,SEDGWICK
490194,BETHANY LUTHERAN SCHOOL,1000 W 26TH ST S,WICHITA,KS,SEDGWICK
489815,ST PATRICK CATHOLIC SCHOOL,2023 N ARKANSAS AVE,WICHITA,KS,SEDGWICK
489779,ST THOMAS AQUINAS CATHOLIC SCHOOL,1215 N STRATFORD LN,WICHITA,KS,SEDGWICK
2160051,MAGDALEN CATHOLIC SCHOOL,2221 N 127TH ST E,WICHITA,KS,SEDGWICK
A9501854,TRINITY ACADEMY,12345 E 21ST ST N,WICHITA,KS,SEDGWICK
490376,MUNCIE CHRISTIAN SCHOOL,3650 N 67TH ST,KANSAS CITY,KS,WYANDOTTE
A9303079,KIDDIE KOLLEGE PRIMARY,2400 MAXINE WILLIAMS DR,KANSAS CITY,KS,WYANDOTTE
A9300412,GLASGOW CHRISTIAN ACADEMY,600 OLD CAVALRY DR,GLASGOW,KY,BARREN
A9106304,FONDE CHRISTIAN ACADEMY,257 FONDE CHRISTIAN ACADEMY RD,FONDE,KY,BELL
A9902032,MILL CREEK CHRISTIAN SCHOOL,4776 HIGHWAY 221,STONEY FORK,KY,HARLAN
A9102855,GATEWAY CHRISTIAN SCHOOL,1110 N 25TH ST,MIDDLESBORO,KY,BELL
A0103787,LITTLE RED SCHOOL HOUSE,11247 PADDOCK DR,WALTON,KY,BOONE
A9701627,ST JOSEPH ACADEMY,48 NEEDMORE ST,WALTON,KY,BOONE
A9701597,CALVARY CHRISTIAN SCHOOL,17839 BEAR CREEK RD,CATLETTSBURG,KY,BOYD
X1929722,ROSE HILL CHRISTIAN SCHOOL,1001 WINSLOW RD,ASHLAND,KY,BOYD
514628,ST ALOYSIUS GONZAGA ACADEMY,197 S PLUM ST,SHEPHERDSVILLE,KY,BULLITT
A9704132,CORNERSTONE MONTESSORI SCHOOL,2048 ALEXANDRIA PIKE,HIGHLAND HEIGHTS,KY,CAMPBELL
515905,ST MARY SCHOOL,9 S JEFFERSON ST,ALEXANDRIA,KY,CAMPBELL
A9901966,CHRISTIAN ACADEMY OF CARROLLTON,1703 EASTER DAY RD,CARROLLTON,KY,CARROLL
A0301644,WINCHESTER CHRISTIAN ACADEMY,2410 W LEXINGTON AVE,WINCHESTER,KY,CLARK
A9901973,CLARK COUNTY CHRISTIAN SCHOOL,2450 COLBY RD,WINCHESTER,KY,CLARK
A9501918,MAXIMILIAN MONTESSORI ACADEMY,1401B SPRING BANK DR STE 4,OWENSBORO,KY,DAVIESS
516352,TRINITY HIGH SCHOOL,10510 MAIN CROSS ST,WHITESVILLE,KY,DAVIESS
A0103755,THE CENTENARY SCHOOL,2800 TATES CREEK RD,LEXINGTON,KY,FAYETTE
A0301631,MONTESSORI MIDDLE SCHOOL OF KENTUCKY,725 STONE RD,LEXINGTON,KY,FAYETTE
A9902047,PORTER MEMORIAL BAPTIST PRESCHOOL,4300 NICHOLASVILLE RD,LEXINGTON,KY,FAYETTE
Z0516931,SAYRE SCHOOL,194 N LIMESTONE,LEXINGTON,KY,FAYETTE
AA001192,PROVIDENCE MONTESSORI SCHOOL,1209 TEXACO RD,LEXINGTON,KY,FAYETTE
A9102820,SUMMIT CHRISTIAN ACADEMY,2780 CLAYS MILL RD,LEXINGTON,KY,FAYETTE
A0301638,STEWART HOME SCHOOL,4200 LAWRENCEBURG RD,FRANKFORT,KY,FRANKLIN
516104,ST JOSEPH CATHOLIC SCHOOL,112 S 14TH ST,MAYFIELD,KY,GRAVES
A9902046,LIBERTY CHRISTIAN SCHOOL,3965 STATE ROUTE 144 E,HAWESVILLE,KY,HANCOCK
2028578,MONTESSORI CHILDREN'S ACADEMY,2411 RING RD STE 114,ELIZABETHTOWN,KY,HARDIN
A0103770,ELIZABETHTOWN CHRISTIAN ACADEMY,401 W POPLAR ST,ELIZABETHTOWN,KY,HARDIN
K9302518,GLORIA DEI LUTHERAN SCHOOL,1711 RING RD,ELIZABETHTOWN,KY,HARDIN
A9102938,VICTORY RD CHRISTIAN ACADEMY,183 VICTORY RD,CUMBERLAND,KY,HARLAN
A0301626,JACKSON COUNTY CHRISTIAN SCHOOL,190 CAMPUS DR STE 1,ANNVILLE,KY,JACKSON
516534,PORTLAND CHRISTIAN SCHOOL - PORTLAND AVENUE CAMPUS,2500 PORTLAND AVE,LOUISVILLE,KY,JEFFERSON
517061,EVANGEL CHRISTIAN SCHOOL,5400 MINOR LN,LOUISVILLE,KY,JEFFERSON
514796,ST PAUL SCHOOL,6901 DIXIE HWY,LOUISVILLE,KY,JEFFERSON
A9704267,TEMPLE TRAGER EARLY CHILDHOOD EDUCATION CENTER,5101 US HIGHWAY 42,LOUISVILLE,KY,JEFFERSON
A0501703,PORTLAND CHRISTIAN SCHOOL - EASTSIDE CAMPUS,8509 WESTPORT RD,LOUISVILLE,KY,JEFFERSON
A9704144,EVANGEL CREATIVE LEARNING CENTER,5400 MINOR LN,LOUISVILLE,KY,JEFFERSON
A9704263,SUBURBAN CHRISTIAN KINDERGARTEN & PRESCHOOL,7515 WESTPORT RD,LOUISVILLE,KY,JEFFERSON
514231,HOLY TRINITY PARISH SCHOOL,423 CHERRYWOOD RD,LOUISVILLE,KY,JEFFERSON
A0501706,ST FRANCIS HIGH SCHOOL,233 W BROADWAY,LOUISVILLE,KY,JEFFERSON
514275,HOLY FAMILY SCHOOL,3934 POPLAR LEVEL RD,LOUISVILLE,KY,JEFFERSON
A0103767,CREATIVE MONTESSORI SCHOOL,3220 LEXINGTON RD,NICHOLASVILLE,KY,JESSAMINE
515712,ST AUGUSTINE SCHOOL,1840 JEFFERSON AVE,COVINGTON,KY,KENTON
A9102884,LITTLE RED SCHOOL HOUSE ELEMENTARY I,4104 DIXIE HWY,ERLANGER,KY,KENTON
A0103765,COUNTRY HILLS MONTESSORI-ERLANGER,630 VIOX DR,ERLANGER,KY,KENTON
515585,ST HENRY SCHOOL,3825 DIXIE HWY,ELSMERE,KY,KENTON
A9303141,VILLA MADONNA ACADEMY ELEM AND JR HIGH SCHOOL,2500 AMSTERDAM RD,VILLA HILLS,KY,KENTON
515701,HOLY FAMILY CATHOLIC SCHOOL,338 E 16TH ST,COVINGTON,KY,KENTON
515803,ST CAMILLUS ACADEMY,709 ROY KIDD AVE,CORBIN,KY,KNOX
A0301640,TOLLESBORO CHRISTIAN JR SR HIGH SCHOOL,INTERSECTION HWY 57 & HWY 10,TOLLESBORO,KY,LEWIS
A9902043,OPEN DOOR CHRISTIAN ACADEMY,227 FARLEY PL,PADUCAH,KY,MCCRACKEN
A9303090,BEULAH MT CHRISTIAN ACADEMY,2995 BEULAH HEIGHTS RD,WHITLEY CITY,KY,MCCREARY
514209,ST AUGUSTINE SCHOOL,236 S SPALDING AVE,LEBANON,KY,MARION
AA890393,CHRISTIAN FELLOWSHIP SCHOOL,1415 US HIGHWAY 68 E,BENTON,KY,MARSHALL
A0103779,HIGHLAND CHRISTIAN SCHOOL,734 US HIGHWAY 68,MAYSVILLE,KY,MASON
A9704158,MT STERLING CHRISTIAN SCHOOL,1051 CAMARGO RD,MOUNT STERLING,KY,MONTGOMERY
514526,BETHLEHEM HIGH SCHOOL,309 W STEPHEN FOSTER AVE,BARDSTOWN,KY,NELSON
A9102930,SUGAR GROVE CHRISTIAN ACADEMY,7692 SUNNYDALE RD,FORDSVILLE,KY,OHIO
A9102909,PEWEE VALLEY JUNIOR ACADEMY,103 LA GRANGE RD,PEWEE VALLEY,KY,OLDHAM
A9102886,CORNERSTONE CHRISTIAN ACADEMY,3850 FRANKFORT RD,SHELBYVILLE,KY,SHELBY
516115,ST ANN INTERPAROCHIAL SCHOOL,320 S CHURCH ST,MORGANFIELD,KY,UNION
517196,ANCHORED CHRISTIAN SCHOOL,1807 CAVE MILL RD,BOWLING GREEN,KY,WARREN
A9901971,CHILDREN'S HOUSE MONTESSORI,3219 NASHVILLE RD,BOWLING GREEN,KY,WARREN
A9501860,BOWLING GREEN CHRISTIAN ACADEMY,1730 DESTINY LN,BOWLING GREEN,KY,WARREN
539777,ST MICHAEL ELEMENTARY SCHOOL,805 E NORTHERN AVE,CROWLEY,LA,ACADIA
539187,ST ELIZABETH SCHOOL,6051 CONVENT ST,PAINCOURTVILLE,LA,ASSUMPTION
A9501972,ST JUDE GREENFIELD CHILD DEVELOPMENT CENTER,3800 VIKING DR,BOSSIER CITY,LA,BOSSIER
540501,THE MONTESSORI SCHOOL FOR SHREVEPORT,2605 C E GALLOWAY BLVD,SHREVEPORT,LA,CADDO
AA001311,COLQUITT CHRISTIAN ACADEMY & PRESCHOOL,3233 COLQUITT RD,SHREVEPORT,LA,CADDO
1922909,SACRED HEART / SAINT KATHARINE DREXEL SCHOOL,1100 MILL ST,LAKE CHARLES,LA,CALCASIEU
A0501725,ETERNITY CHRISTIAN ACADEMY,933 1/2 N SHATTUCK ST,LAKE CHARLES,LA,CALCASIEU
542371,CLAIBORNE ACADEMY,6741 HIGHWAY 79,HAYNESVILLE,LA,CLAIBORNE
AA000348,COUNTRY DAY SCHOOL OF BATON ROUGE,4455 NORTH BLVD,BATON ROUGE,LA,EAST BATON ROUGE
540545,ST LUKES EPISCOPAL DAY SCHOOL,8833 GOODWOOD BLVD,BATON ROUGE,LA,EAST BATON ROUGE
AA000234,CENTRAL BAPTIST SCHOOL,17017 FLORIDA BLVD,BATON ROUGE,LA,EAST BATON ROUGE
A9501953,BATON ROUGE ADVENTIST CHRISTIAN SCHOOL,4363 JONES CREEK RD,BATON ROUGE,LA,EAST BATON ROUGE
A9300435,PAUL'S CHRISTIAN ACADEMY,4006 PLATT DR,BATON ROUGE,LA,EAST BATON ROUGE
A0792030,BATON ROUGE INTERNATIONAL SCHOOL,5015 AUTO PLEX DR,BATON ROUGE,LA,EAST BATON ROUGE
2160153,FAMILY CHRISTIAN ACADEMY,8919 WORLD MINISTRY AVE STE B,BATON ROUGE,LA,EAST BATON ROUGE
539096,REDEMPTORIST HIGH SCHOOL,4000 SAINT GERARD AVE,BATON ROUGE,LA,EAST BATON ROUGE
A0301680,ST ALPHONSUS LIGUORI SCHOOL,13940 GREENWELL SPRINGS RD,GREENWELL SPRINGS,LA,EAST BATON ROUGE
2029039,THE DUNHAM SCHOOL,11111 ROY EMERSON DR,BATON ROUGE,LA,EAST BATON ROUGE
A0501758,TRINITY CHRISTIAN ACADEMY,4325 CHURCH ST,ZACHARY,LA,EAST BATON ROUGE
2028953,VICTORY ACADEMY,3953 N FLANNERY RD,BATON ROUGE,LA,EAST BATON ROUGE
542145,BRIARFIELD ACADEMY,301 RIDDLE LN,LAKE PROVIDENCE,LA,EAST CARROLL
A0501716,CHRISTIAN HERITAGE ACADEMY,607 PROSPER ST,VILLE PLATTE,LA,EVANGELINE
538092,ST CHRISTOPHER,3900 DERBIGNY ST,METAIRIE,LA,JEFFERSON
540691,ATONEMENT LUTHERAN SCHOOL,6500 RIVERSIDE DR,METAIRIE,LA,JEFFERSON
A0501727,FAITH CHRISTIAN ACADEMY,6216 6TH AVE,MARRERO,LA,JEFFERSON
541709,ECOLE CLASSIQUE,5236 GLENDALE ST,METAIRIE,LA,JEFFERSON
1650229,HERITAGE ACADEMY,2900 WYTCHWOOD DR,METAIRIE,LA,JEFFERSON
2029185,MEMORIAL BAPTIST CHRISTIAN,5701 VETERANS MEMORIAL BLVD,METAIRIE,LA,JEFFERSON
538263,ST AGNES SCHOOL,3410 JEFFERSON HWY,JEFFERSON,LA,JEFFERSON
A0501740,LAFAYETTE CHRISTIAN ACADEMY,220 PORTLAND AVE,LAFAYETTE,LA,LAFAYETTE
540396,ST GENEVIEVE SCHOOL,807 BARBIER AVE,THIBODAUX,LA,LAFOURCHE
540443,ST JOSEPH ELEMENTARY,501 CARDINAL DR,THIBODAUX,LA,LAFOURCHE
X0540476,E D WHITE CATHOLIC HIGH SCHOOL,555 CARDINAL DR,THIBODAUX,LA,LAFOURCHE
540341,HOLY SAVIOR ELEMENTARY SCHOOL,201 CHURCH ST,LOCKPORT,LA,LAFOURCHE
A0301687,TEMPLE CHRISTIAN ACADEMY,5933 AIMWELL RD,JENA,LA,LA SALLE
538434,ST PETER CLAVER ELEMENTARY SCHOOL,1020 N PRIEUR ST,NEW ORLEANS,LA,ORLEANS
538445,CATHEDRAL ACADEMY,820 DAUPHINE ST,NEW ORLEANS,LA,ORLEANS
538514,ST MICHAEL SPECIAL SCHOOL,1522 CHIPPEWA ST,NEW ORLEANS,LA,ORLEANS
A0501722,ECOLE BILINGUE DE LA NOUVELLE ORLEANS,821 GENERAL PERSHING ST,NEW ORLEANS,LA,ORLEANS
A9103000,STUART HALL SCHOOL,2032 S CARROLLTON AVE STE 2,NEW ORLEANS,LA,ORLEANS
Y0537452,JESUIT HIGH SCHOOL,4133 BANKS ST,NEW ORLEANS,LA,ORLEANS
1605876,ST PIUS X SCHOOL,6600 SPANISH FORT BLVD,NEW ORLEANS,LA,ORLEANS
538525,URSULINE ACADEMY ELEMENTARY,2635 STATE ST,NEW ORLEANS,LA,ORLEANS
537485,MOUNT CARMEL ACADEMY,7027 MILNE BLVD,NEW ORLEANS,LA,ORLEANS
X0537292,BROTHER MARTIN HIGH SCHOOL,4401 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,ORLEANS
X0537339,DE LA SALLE HIGH SCHOOL,5300 SAINT CHARLES AVE,NEW ORLEANS,LA,ORLEANS
A0304072,XAVIER UNIVERSITY PREPARATORY SCHOOL,5116 MAGAZINE ST,NEW ORLEANS,LA,ORLEANS
540523,GRACE EPISCOPAL SCHOOL,1400 N 4TH ST,MONROE,LA,OUACHITA
1605978,CATHOLIC ELEMENTARY OF POINTE COUPEE,304 NAPOLEON ST,NEW ROADS,LA,POINTE COUPEE
539595,CATHOLIC HIGH SCHOOL OF POINTE COUPEE,504 4TH ST W,NEW ROADS,LA,POINTE COUPEE
K9302556,ALPINE CHRISTIAN SCHOOL,7215 SHREVEPORT HWY,PINEVILLE,LA,RAPIDES
A9300433,GRACE CHRISTIAN SCHOOL,4900 JACKSON STREET EXT,ALEXANDRIA,LA,RAPIDES
542622,HOPE BAPTIST SCHOOL,7921 HIGHWAY 28 W,ALEXANDRIA,LA,RAPIDES
542382,RIVERDALE ACADEMY,100 RIVERDALE RD,COUSHATTA,LA,RED RIVER
542305,RIVERFIELD ACADEMY,115 RIVERFIELD DR,RAYVILLE,LA,RICHLAND
A9902086,BELMONT UNION CHRISTIAN ACADEMY,9694 HIGHWAY 175,BELMONT,LA,SABINE
2029505,LIFEHOUSE DANIEL ACADEMY,3556 W AIRLINE HWY,RESERVE,LA,ST. JOHN THE BAPTIST
541425,MELVILLE PRIVATE SCHOOL,522 HAGEN ST,MELVILLE,LA,ST. LANDRY
540228,TRINITY CATHOLIC ELEMENTARY SCHOOL,242 GARY ST,SAINT MARTINVILLE,LA,ST. MARTIN
A0790080,BREAUX BRIDGE CHRISTIAN ACADEMY,1545 ANSE BROUSSARD HWY,BREAUX BRIDGE,LA,ST. MARTIN
540308,HOLY CROSS ELEMENTARY SCHOOL,2100 CEDAR ST UNIT 2,MORGAN CITY,LA,ST. MARY
X0538365,ST PAULS SCHOOL,917 S JAHNCKE AVE,COVINGTON,LA,ST. TAMMANY
537973,OUR LADY OF LOURDES ELEMENTARY SCHOOL,345 WESTCHESTER BLVD,SLIDELL,LA,ST. TAMMANY
A0501754,ST JOSEPH SCHOOL,175 N 8TH ST,PONCHATOULA,LA,TANGIPAHOA
A0501730,GORDON-RICHARDSON CHRISTIAN ACADEMY,10390 HIGHWAY 1045,AMITE,LA,TANGIPAHOA
542826,EMMANUEL SDA SCHOOL,702 N CHERRY ST,HAMMOND,LA,TANGIPAHOA
539063,HOLY GHOST CATHOLIC SCHOOL,507 N OAK ST,HAMMOND,LA,TANGIPAHOA
540421,ST GREGORY BARBARIGO SCHOOL,441 SIXTH ST,HOUMA,LA,TERREBONNE
A0103835,HARVEST TIME CHRISTIAN ACADEMY,103 ROBERT WELLS RD,ABBEVILLE,LA,VERMILION
A9501944,FIRST ASSEMBLY CHRISTIAN ACADEMY,1201 S 9TH ST,LEESVILLE,LA,VERNON
542462,BOWLING GREEN SCHOOL,700 VARNADO ST,FRANKLINTON,LA,WASHINGTON
539143,HOLY FAMILY SCHOOL,335 N JEFFERSON AVE,PORT ALLEN,LA,WEST BATON ROUGE
A0301678,SHARON BAPTIST ACADEMY,9433 SECTION RD,PORT ALLEN,LA,WEST BATON ROUGE
562988,ST DOMINIC ACADEMY,17 BAIRD AVE,LEWISTON,ME,ANDROSCOGGIN
A0103897,MARGARET MURPHY CENTER FOR CHILDREN-MAIN,655 MAIN ST,LEWISTON,ME,ANDROSCOGGIN
A9902150,THE RENAISSANCE SCHOOL,15 SACRED HEART PL,AUBURN,ME,ANDROSCOGGIN
563198,CATHERINE MCAULEY HIGH SCHOOL,631 STEVENS AVE,PORTLAND,ME,CUMBERLAND
A0501786,SPURWINK SCHOOL-CUMMINGS,587 OCEAN AVE,PORTLAND,ME,CUMBERLAND
A0770882,MEADOWBROOK MONTESSORI SCHOOL,51 WEST ST,FREEPORT,ME,CUMBERLAND
A9502012,WINFIELD CHILDREN'S HOUSE,161 FIELD RD,FALMOUTH,ME,CUMBERLAND
A0501780,SPURWINK,675 OLD PORTLAND RD,BRUNSWICK,ME,CUMBERLAND
A0701154,STANDISH BAPTIST ACADEMY,181 OSSIPEE TRL W,STANDISH,ME,CUMBERLAND
K9303103,MORRISON CENTER,60 CHAMBERLAIN RD,SCARBOROUGH,ME,CUMBERLAND
A9902139,APPLETREE SCHOOL,44 TWO LIGHTS RD,CAPE ELIZABETH,ME,CUMBERLAND
A9103387,NEW LIFE CHRISTIAN SCHOOL,268 BARKER RD,NEW VINEYARD,ME,FRANKLIN
2029902,THE BAY SCHOOL,17 BAY SCHOOL DR,BLUE HILL,ME,HANCOCK
2029924,DIRIGERE CHRISTIAN ACADEMY,10 WILSON ST,AUGUSTA,ME,KENNEBEC
563711,RILEY SCHOOL,WARRENTOW RD,GLEN COVE,ME,KNOX
A9303276,CENTER FOR TEACHING & LEARNING,119 CROSS POINT RD,EDGECOMB,ME,LINCOLN
A9303308,SHEEPSCOT VALLEY CHILDREN'S HOUSE,127 FEDERAL ST,WISCASSET,ME,LINCOLN
563482,FRYEBURG ACADEMY,745 MAIN ST,FRYEBURG,ME,OXFORD
563041,HOLY SAVIOR SCHOOL,115 MAINE AVE,RUMFORD,ME,OXFORD
563595,GOULD ACADEMY,39 CHURCH ST,BETHEL,ME,OXFORD
A0301692,CALVARY CHAPEL CHRISTIAN SCHOOL,154 RIVER RD,ORRINGTON,ME,PENOBSCOT
A9103347,APOSTOLIC CHRISTIAN ACADEMY,14 PARKWAY S,BREWER,ME,PENOBSCOT
A9701707,FOXCROFT ACADEMY,975 W MAIN ST,DOVER FOXCROFT,ME,PISCATAQUIS
2030259,MACHIAS VALLEY CHRISTIAN SCHOOL,8 BROADWAY,MACHIAS,ME,WASHINGTON
563584,SCHOOL AROUND US,281 LOG CABIN RD,ARUNDEL,ME,YORK
A0501769,CORNERSTONE KINDERGARTEN,19 MORSE ST,BERWICK,ME,YORK
A9502013,WINTER HARBOR CHILDREN'S HOUSE,2 YATES ST,BIDDEFORD POOL,ME,YORK
A0103913,SACO ISLAND SCHOOL,638 ELM ST,BIDDEFORD,ME,YORK
