NAME,ADDRESS,CITY,STATE,COUNTY
AURORA CHRISTIAN SCHOOLS,2255 SULLIVAN RD,AURORA,IL,KANE
BIBLE BAPTIST CHRISTIAN ACADEMY,1701 PAPOOSE RD,CARPENTERSVILLE,IL,KANE
BRIDGES ACADEMY,1713 HOWARD ST,SAINT CHARLES,IL,KANE
CHILDRENS HOUSE MONTESSORI SCHOOL,417 W MAIN ST,WEST DUNDEE,IL,KANE
DA VINCI ACADEMY,37W080 HOPPS RD,ELGIN,IL,KANE
FOX VALLEY MONTESSORI SCHOOL,850 N COMMONWEALTH AVE,AURORA,IL,KANE
GLENWOOD SCHOOL,500 W 187TH ST,GLENWOOD,IL,COOK
HARVEST CHRISTIAN ACADEMY,1000 N RANDALL RD,ELGIN,IL,KANE
HIGHLAND CHRISTIAN ACADEMY,2250 W HIGHLAND AVE,ELGIN,IL,KANE
IMMANUEL LUTHERAN SCHOOL,5 S VAN BUREN ST,EAST DUNDEE,IL,KANE
IMMANUEL LUTHERAN SCHOOL,950 HART RD,BATAVIA,IL,KANE
KANKAKEE TRINITY ACADEMY,1580 BUTTERFIELD TRL,KANKAKEE,IL,KANKAKEE
KANKAKEE VALLEY MONTESSORI SCHOOL,165 MOHAWK DR,BOURBONNAIS,IL,KANKAKEE
KENSINGTON SCHOOL OF ST CHARLES,1900 CUMBERLAND GREEN PKWY,SAINT CHARLES,IL,KANE
MANSIO MENS MONTESSORI SCHOOL,102 HOWARD ST,GENEVA,IL,KANE
MARMION ACADEMY,1000 BUTTERFIELD RD,AURORA,IL,KANE
MATERNITY BVM SCHOOL,324 E MARSILE ST,BOURBONNAIS,IL,KANKAKEE
MONTESSORI ACADEMY,595 S RIVER ST,BATAVIA,IL,KANE
OUR LADY OF GOOD COUNSEL SCHOOL,601 TALMA ST,AURORA,IL,KANE
PRAIRIE VIEW MONTESSORI,2624 GINGER WOODS PKWY,AURORA,IL,KANE
RESURRECTION LUTHERAN SCHOOL,2567 W SULLIVAN RD,AURORA,IL,KANE
ROSARY HIGH SCHOOL,901 N EDGELAWN DR,AURORA,IL,KANE
ST CATHERINE OF SIENA ELEMENTARY SCHOOL,845 W MAIN ST,WEST DUNDEE,IL,KANE
ST CHARLES BORROMEO CATHOLIC SCHOOL,288 E JEFFERSON AVE,HAMPSHIRE,IL,KANE
ST EDWARD CENTRAL CATHOLIC HIGH SCHOOL,335 LOCUST ST,ELGIN,IL,KANE
ST JOHNS LUTHERAN SCHOOL,109 N SPRING ST,ELGIN,IL,KANE
ST JOSEPH CATHOLIC SCHOOL,274 DIVISION ST,ELGIN,IL,KANE
ST JOSEPH CATHOLIC SCHOOL,706 HIGH ST,AURORA,IL,KANE
ST LAURENCE ELEMENTARY SCHOOL,572 STANDISH ST,ELGIN,IL,KANE
ST MARY SCHOOL,103 S GIFFORD ST,ELGIN,IL,KANE
ST PAUL LUTHERAN SCHOOL,85 S CONSTITUTION DR,AURORA,IL,KANE
ST PAUL'S LUTHERAN SCHOOL,1780 CAREER CENTER RD,BOURBONNAIS,IL,KANKAKEE
ST PETER SCHOOL,915 SARD AVE,AURORA,IL,KANE
ST RITA OF CASCIA SCHOOL,770 OLD INDIAN TRL,AURORA,IL,KANE
SUMMIT SCHOOL,333 W RIVER RD,ELGIN,IL,KANE
THE LEARNING TREE,2325 ROYAL BLVD,ELGIN,IL,KANE
UNITY CHRISTIAN SCHOOL,920 W 2ND ST,MOMENCE,IL,KANKAKEE
WESTMINSTER CHRISTIAN SCHOOL,2700 W HIGHLAND AVE,ELGIN,IL,KANE
ALLENDALE SCHOOL,600 W GRAND AVE,LAKE VILLA,IL,LAKE
BISHOP MCNAMARA CATHOLIC HIGH SCHOOL,550 W BROOKMONT BLVD,KANKAKEE,IL,KANKAKEE
BRIGHT HORIZONS CHILD CARE & EARLY EDUCATION,5 PARKWAY N,DEERFIELD,IL,LAKE
CARMEL CATHOLIC HIGH SCHOOL,1 CARMEL PKWY,MUNDELEIN,IL,LAKE
CONDELL DAY CENTER,700 GARFIELD AVE,LIBERTYVILLE,IL,LAKE
COSTA CATHOLIC SCHOOL,2726 COSTA DR,GALESBURG,IL,KNOX
COUNTRY MEADOWS MONTESSORI SCHOOL,6151 WASHINGTON ST,GURNEE,IL,LAKE
CROSS EVANGELICAL LUTHERAN SCHOOL,8535 STATE ROUTE 47,YORKVILLE,IL,KENDALL
DA VINCI WALDORF SCHOOL,150 W BONNER RD,WAUCONDA,IL,LAKE
EAST LAKE ACADEMY,13911 W LAUREL DR,LAKE FOREST,IL,LAKE
GARDEN GATE MONTESSORI SCHOOL,4998 THEODORE ST,PLAINFIELD,IL,KENDALL
GRACE CHRISTIAN ACADEMY,2499 WALDRON RD,KANKAKEE,IL,KANKAKEE
HIGHLAND PARK MONTESSORI,1301 CLAVEY RD,HIGHLAND PARK,IL,LAKE
IMMANUEL EVANGELICAL SCHOOL,1310 N FROLIC AVE,WAUKEGAN,IL,LAKE
KINDERCARE LEARNING CENTER-LINDENHURST,599 FALLING WATERS WAY,LINDENHURST,IL,LAKE
LAKE COUNTY BAPTIST SCHOOL,1550 W YORKHOUSE RD,WAUKEGAN,IL,LAKE
LAKE FOREST ACADEMY,1500 W KENNEDY RD,LAKE FOREST,IL,LAKE
LIBERTYVILLE MONTESSORI SCHOOL,450 S. BUTTERFIELD RD.,MUNDELEIN,IL,LAKE
LIONS MATHEMATICS & SCIENCE CHRISTIAN ACADEMY,1011 PORTER ST,WAUKEGAN,IL,LAKE
MONTESSORI CONNECTION WEST,1731 DEERFIELD RD,HIGHLAND PARK,IL,LAKE
MONTESSORI SCHOOL OF LAKE FOREST,13700 W LAUREL DR,LAKE FOREST,IL,LAKE
MONTESSORI SCHOOL OF LONG GROVE,1115 ROBERT PARKER COFFIN RD.,LONG GROVE,IL,LAKE
MOST BLESSED TRINITY ACADEMY,510 GRAND AVE,WAUKEGAN,IL,LAKE
OLD SCHOOL MONTESSORI,144 COMMERCE DR STE E,GRAYSLAKE,IL,LAKE
OUR SAVIORS LUTHERAN SCHOOL,1800 23RD ST,ZION,IL,LAKE
PARKVIEW CHRISTIAN ACADEMY,201 W CENTER ST,YORKVILLE,IL,KENDALL
PEPPERMINT STICK PRESCHOOL & LEARNING CENTER,40 S WHITNEY ST,GRAYSLAKE,IL,LAKE
SCHOOL OF ST MARY,185 E ILLINOIS RD,LAKE FOREST,IL,LAKE
ST ANNE PARISH SCHOOL,319 FRANKLIN ST,BARRINGTON,IL,LAKE
ST BEDE ELEMENTARY SCHOOL,36399 N WILSON RD,INGLESIDE,IL,LAKE
ST FRANCIS DE SALES SCHOOL,11 S BUESCHING RD,LAKE ZURICH,IL,LAKE
ST GILBERT ELEMENTARY SCHOOL,231 E BELVIDERE RD,GRAYSLAKE,IL,LAKE
ST JOHN LUTHERAN SCHOOL,501 W PARK AVE,LIBERTYVILLE,IL,LAKE
ST JOSEPH CATHOLIC SCHOOL,221 PARK PL,LIBERTYVILLE,IL,LAKE
ST LUKE'S LUTHERAN SCHOOL,63 FERNWOOD RD.,MONTGOMERY,IL,KENDALL
ST MARKS DAY SCHOOL,337 RIDGE RD,BARRINGTON,IL,LAKE
ST MATTHEW LUTHERAN SCHOOL,24480 N OLD MCHENRY RD,HAWTHORN WOODS,IL,LAKE
ST PATRICK SCHOOL,15020 W WADSWORTH RD,WADSWORTH,IL,LAKE
ST PETER ELEMENTARY SCHOOL,900 SAINT PETER ST,ANTIOCH,IL,LAKE
WOODLANDS ACADEMY OF THE SACRED HEART,760 E WESTLEIGH RD,LAKE FOREST,IL,LAKE
ALLENDALE-STEPPING STONE WEST,1055 LAKE AVE,WOODSTOCK,IL,MCHENRY
CENTRAL CATHOLIC HIGH SCHOOL,1201 AIRPORT RD,BLOOMINGTON,IL,MCLEAN
CORNERSTONE CHRISTIAN ACADEMY OF MCLEAN COUNTY,22017 N 1200 EAST RD.,BLOOMINGTON,IL,MCLEAN
FAITH EVANGELICAL LUTHERAN SCHOOL,1275 MAIN ST,ANTIOCH,IL,LAKE
ST MICHAEL THE ARCHANGEL CATHOLIC SCHOOL,410 S PARK ST,STREATOR,IL,LASALLE
FAITH LUTHERAN HIGH SCHOOL,174 S MCHENRY AVE,CRYSTAL LAKE,IL,MCHENRY
HOLY CROSS ELEMENTARY SCHOOL,1008 JEFFERSON ST,MENDOTA,IL,LASALLE
HOLY FAMILY ELEMENTARY SCHOOL,336 ALICE AVE,OGLESBY,IL,LASALLE
CORPUS CHRISTI CATHOLIC SCHOOL,1909 E. LINCOLN ST.,BLOOMINGTON,IL,MCLEAN
IMMANUEL LUTHERAN SCHOOL,300 S PATHWAY CT,CRYSTAL LAKE,IL,MCHENRY
LORD & SAVIOR LUTHERAN SCHOOL,9300 RIDGEFIELD RD,CRYSTAL LAKE,IL,MCHENRY
MARIAN CENTRAL CATHOLIC HIGH SCHOOL,1001 MCHENRY AVE,WOODSTOCK,IL,MCHENRY
MARQUETTE ACADEMY,1000 PAUL ST,OTTAWA,IL,LASALLE
MONTINI CATHOLIC SCHOOL,1405 N RICHMOND RD,MCHENRY,IL,MCHENRY
MULBERRY SCHOOL,1101 DOUGLAS ST,NORMAL,IL,MCLEAN
OUR LADY OF HUMILITY SCHOOL,10601 W WADSWORTH RD,BEACH PARK,IL,LAKE
PRINCE OF PEACE SCHOOL,135 S MILWAUKEE AVE,LAKE VILLA,IL,LAKE
SALEM4YOUTH,15161 N 400 EAST RD,FLANAGAN,IL,LIVINGSTON
SHELIA DANIELS CHRISTIAN ACADEMY,422 10TH STREET,WAUKEGAN,IL,LAKE
SHERIDAN SDA ELEMENTARY SCHOOL,3904 E 2603RD RD,SHERIDAN,IL,LASALLE
SS PETER & PAUL SCHOOL,416 N FIRST ST,CARY,IL,MCHENRY
ST ANASTASIA CATHOLIC SCHOOL,629 W GLEN FLORA AVE,WAUKEGAN,IL,LAKE
ST ANNE ELEMENTARY SCHOOL,1112 N BRINTON AVE,DIXON,IL,LEE
ST BEDE ACADEMY,24 W US HIGHWAY 6,PERU,IL,LASALLE
ST JOHNS LUTHERAN SCHOOL,300 JEFFERSON ST,ALGONQUIN,IL,MCHENRY
ST JOSEPHS SCHOOL,201 N DIVISION ST,HARVARD,IL,MCHENRY
ST MARGARET MARY CATHOLIC SCHOOL,119 S HUBBARD ST,ALGONQUIN,IL,MCHENRY
ST MARY CATHOLIC SCHOOL,313 N TRYON ST,WOODSTOCK,IL,MCHENRY
ST MARY ELEMENTARY & JR HIGH SCHOOL,704 S PEORIA AVE,DIXON,IL,LEE
ST MARYS SCHOOL,414 N MAIN ST,PONTIAC,IL,LIVINGSTON
ST PAUL ELEMENTARY SCHOOL,322 W WASHINGTON ST,MACOMB,IL,MCDONOUGH
ST PAUL SCHOOL,300 S WEST ST,ODELL,IL,LIVINGSTON
ST THOMAS THE APOSTLE SCHOOL,265 KING ST,CRYSTAL LAKE,IL,MCHENRY
TRINITY CATHOLIC ACADEMY,650 4TH ST,LA SALLE,IL,LASALLE
TRINITY LUTHERAN SCHOOL,1102 W HAMILTON RD,BLOOMINGTON,IL,MCLEAN
TRINITY OAKS CHRISTIAN ACADEMY,233 TRINITY OAKS WAY,CARY,IL,MCHENRY
WESTLAKE CHRISTIAN ACADEMY,275 S LAKE ST,GRAYSLAKE,IL,LAKE
ZION LUTHERAN GRADE SCHOOL,203 S VINE ST,MOUNT PULASKI,IL,LOGAN
ZION LUTHERAN SCHOOL,408 JACKSON ST,MARENGO,IL,MCHENRY
ZION LUTHERAN SCHOOL,1600 WOODLAWN RD,LINCOLN,IL,LOGAN
ZION LUTHERAN SCHOOL & PRESCHOOL,4206 W ELM ST,MCHENRY,IL,MCHENRY
ANTIOCH CHRISTIAN ACADEMY,3475 N MAPLE AVE,DECATUR,IL,MACON
BETHEL CHRISTIAN ACADEMY,1417 HERBERT,SOUTH ROXANA,IL,MADISON
CHRIST OUR ROCK LUTHERAN HIGH SCHOOL,9545 SHATUC RD,CENTRALIA,IL,CLINTON
COLLINSVILLE CHRISTIAN ACADEMY,1203 VANDALIA ST,COLLINSVILLE,IL,MADISON
COORDINATED YOUTH & HUMAN SERVICES,1611 W 3RD ST,GRANITE CITY,IL,MADISON
EPIPHANY CATHOLIC SCHOOL,1002 E COLLEGE AVE,NORMAL,IL,MCLEAN
EVANGELICAL SCHOOL,1212 W HOMER M ADAMS PKWY,GODFREY,IL,MADISON
GIBAULT CATHOLIC HIGH SCHOOL,501 COLUMBIA AVE,WATERLOO,IL,MONROE
GOOD SHEPHERD LUTHERAN SCHOOL,1300 BELT LINE RD,COLLINSVILLE,IL,MADISON
HOLY CROSS LUTHERAN SCHOOL,304 SOUTH ST,COLLINSVILLE,IL,MADISON
HOLY FAMILY CATHOLIC SCHOOL,2400 S FRANKLIN STREET RD,DECATUR,IL,MACON
HOLY FAMILY SCHOOL,1900 SAINT CLAIR AVE,GRANITE CITY,IL,MADISON
IMMACULATE CONCEPTION,321 S METTER AVE,COLUMBIA,IL,MONROE
LAHR-WELL ACADEMY,903 N. SECOND STREET,EDWARDSVILLE,IL,MADISON
LIVING HOPE FELLOWSHIP CHRISTIAN SCHOOL,344 STATE HIGHWAY 169,KARNAK,IL,PULASKI
LUTHERAN SCHOOL ASSOCIATION,2001 E MOUND RD,DECATUR,IL,MACON
MARQUETTE CATHOLIC HIGH SCHOOL,219 E 4TH ST,ALTON,IL,MADISON
METRO EAST MONTESSORI SCHOOL,4405 STATE ROUTE 162,GRANITE CITY,IL,MADISON
MISSISSIPPI VALLEY CHRISTIAN SCHOOL,2009 SEMINARY ST,ALTON,IL,MADISON
NEW HORIZON CHRISTIAN SCHOOL,12 GREENVIEW CHURCH RD,CENTRALIA,IL,MARION
OUR LADY QUEEN OF PEACE SCHOOL,618 N PRAIRIE ST,BETHALTO,IL,MADISON
SS PETER & PAUL ELEMENTARY SCHOOL,801 STATE ST,ALTON,IL,MADISON
SS PETER & PAUL SCHOOL,210 N MORRISON AVE,COLLINSVILLE,IL,MADISON
ST AMBROSE CATHOLIC SCHOOL,822 W HOMER M ADAMS PKWY,GODFREY,IL,MADISON
ST ELIZABETH ELEMENTARY SCHOOL,2300 PONTOON RD,GRANITE CITY,IL,MADISON
ST JOHN NEUMANN CATHOLIC SCHOOL,142 WILMA DR,MARYVILLE,IL,MADISON
ST LOUIS CATHOLIC SCHOOL,509 E UNION ST,NOKOMIS,IL,MONTGOMERY
ST MARY SCHOOL,424 E BROADWAY,CENTRALIA,IL,MARION
ST MARYS SCHOOL,603 W JACKSON ST,BLOOMINGTON,IL,MCLEAN
ST MARYS SCHOOL,1802 MADISON AVE,EDWARDSVILLE,IL,MADISON
ST MICHAEL SCHOOL,419 E MAIN ST,STAUNTON,IL,MACOUPIN
ST PATRICK SCHOOL,412 N JACKSON ST,DECATUR,IL,MACON
ST PAUL LUTHERAN SCHOOL,112 N BORDER ST,TROY,IL,MADISON
ST PETERS LUTHERAN SCHOOL,7182 RENKEN RD.,DORSEY,IL,MADISON
ST THERESA OF AVILA,190 N OHIO AVE,SALEM,IL,MARION
TRINITY LUTHERAN SCHOOL,600 WATER ST,EDWARDSVILLE,IL,MADISON
TRINITY LUTHERAN SCHOOL,203 S PLEASANT AVE,CENTRALIA,IL,MARION
ZION LUTHERAN SCHOOL,625 CHURCH DR,BETHALTO,IL,MADISON
ZION LUTHERAN SCHOOL,1301 N STATE ST,LITCHFIELD,IL,MONTGOMERY
ZION LUTHERAN SCHOOL,220 W HENRY ST,STAUNTON,IL,MACOUPIN
123 YOU N ME PRESCHOOL,809 W DETWEILLER DR STE A,PEORIA,IL,PEORIA
ALETHEIA SCHOOL,7229 N KNOXVILLE AVE,PEORIA,IL,PEORIA
CHRIST LUTHERAN SCHOOL,1311 S FARADAY AVE,PEORIA,IL,PEORIA
CHRIST OUR SAVIOR LUTHERAN HIGH SCHOOL,810 SOLDIERS WAY,EVANSVILLE,IL,RANDOLPH
CHRISTIAN FELLOWSHIP SCHOOL,616 U.S. ROUTE 51,DU QUOIN,IL,PERRY
CONCORDIA LUTHERAN SCHOOL,2000 W GLEN AVE,PEORIA,IL,PEORIA
EL VISTA BAPTIST ACADEMY,6301 N SYLER ST,PEORIA,IL,PEORIA
FAITH CHRISTIAN SCHOOL,980 IRON HORSE PL,MONTICELLO,IL,PIATT
HOLY FAMILY PARISH SCHOOL,2329 W RESERVOIR BLVD,PEORIA,IL,PEORIA
JORDAN CATHOLIC SCHOOL,2901 24TH ST,ROCK ISLAND,IL,ROCK ISLAND
KIEFER SCHOOL,404 NE MADISON AVE,PEORIA,IL,PEORIA
METHODIST FAMILY CHILD CARE,415 NE SAINT MARK CT STE 1,PEORIA,IL,PEORIA
MONTICELLO CHRISTIAN ACADEMY,225 E LIVINGSTON ST,MONTICELLO,IL,PIATT
NEW LIFE CHRISTIAN ACADEMY,3510 W MALONE ST,PEORIA,IL,PEORIA
OUR LADY OF GRACE,603 18TH AVE,EAST MOLINE,IL,ROCK ISLAND
OUR SAVIOUR SCHOOL,455 E STATE ST,JACKSONVILLE,IL,MORGAN
PEORIA ACADEMY,2711 W WILLOW KNOLLS DR,PEORIA,IL,PEORIA
PEORIA HEBREW DAY SCHOOL,5614 N UNIVERSITY ST,PEORIA,IL,PEORIA
PEORIA NOTRE DAME HIGH SCHOOL,5105 N. SHERIDAN RD.,PEORIA,IL,PEORIA
PLAINVIEW PAROCHIAL SCHOOL,2070 COUNTY ROAD 1600 E,ARTHUR,IL,MOULTRIE
QUAD CITIES CHRISTIAN SCHOOL,4000 11TH ST,MOLINE,IL,ROCK ISLAND
ROUTT CATHOLIC HIGH SCHOOL,500 E COLLEGE AVE,JACKSONVILLE,IL,MORGAN
SETON CATHOLIC SCHOOL,1320 16TH AVE,MOLINE,IL,ROCK ISLAND
ST BRUNO CATHOLIC SCHOOL,210 N GORDON ST,PINCKNEYVILLE,IL,PERRY
ST EDWARD SCHOOL,1221 N 5TH ST,CHILLICOTHE,IL,PEORIA
ST JOHN LUTHERAN SCHOOL,302 W HOLMES ST,CHESTER,IL,RANDOLPH
ST JOHN THE BAPTIST CATHOLIC SCHOOL,519 HAZEL ST,RED BUD,IL,RANDOLPH
ST JOHNS LUTHERAN SCHOOL,104 E SOUTH 6TH ST,RED BUD,IL,RANDOLPH
ST JOSEPH ELEMENTARY SCHOOL,520 E CHESTNUT ST,OLNEY,IL,RICHLAND
ST MARK SCHOOL,711 N UNDERHILL ST,PEORIA,IL,PEORIA
ST MARKS LUTHERAN SCHOOL,504 N JAMES ST,STEELEVILLE,IL,RANDOLPH
ST MARYS SCHOOL,835 SWANWICK ST,CHESTER,IL,RANDOLPH
ST PAUL LUTHERAN SCHOOL,1415 10TH AVE,ROCHELLE,IL,OGLE
ST PHILOMENA SCHOOL,3216 N EMERY AVE,PEORIA,IL,PEORIA
ST THOMAS ELEMENTARY SCHOOL,4229 N MONROE AVE,PEORIA HEIGHTS,IL,PEORIA
ST VINCENT DE PAUL,6001 N. UNIVERSITY ST.,PEORIA,IL,PEORIA
TEMPLE CHRISTIAN ACADEMY,2305 7TH AVE,MOLINE,IL,ROCK ISLAND
TRINITY LUTHERAN SCHOOL,10247 S PRAIRIE RD,RED BUD,IL,RANDOLPH
VILLA MONTESSORI SCHOOL,2100 48TH ST,MOLINE,IL,ROCK ISLAND
WESTFAIR CHRISTIAN ACADEMY,14 CLARKE DR,JACKSONVILLE,IL,MORGAN
ALTHOFF CATHOLIC HIGH SCHOOL,5401 W MAIN ST,BELLEVILLE,IL,ST. CLAIR
AQUIN ELEMENTARY SCHOOL,202 W PLEASANT ST,FREEPORT,IL,STEPHENSON
BEREAN CHRISTIAN SCHOOL,5100 N ILLINOIS ST,FAIRVIEW HEIGHTS,IL,ST. CLAIR
BLESSED SACRAMENT,748 W LAUREL ST,SPRINGFIELD,IL,SANGAMON
BLESSED SACRAMENT ELEMENTARY SCHOOL,8809 W MAIN ST,BELLEVILLE,IL,ST. CLAIR
CALVARY ACADEMY,1730 W JEFFERSON ST,SPRINGFIELD,IL,SANGAMON
CALVARY BAPTIST ACADEMY,423 LUCINDA AVE,BELLEVILLE,IL,ST. CLAIR
CATHEDRAL SCHOOL,815 S 6TH ST,SPRINGFIELD,IL,SANGAMON
CATHOLIC DAYCARE CENTER,617 SUMMIT AVE,EAST SAINT LOUIS,IL,ST. CLAIR
CHRIST THE KING ELEMENTARY SCHOOL,1920 BARBERRY DR,SPRINGFIELD,IL,SANGAMON
CONCORDIA LUTHERAN SCHOOL,2300 E WILSHIRE RD,SPRINGFIELD,IL,SANGAMON
GOVERNOR FRENCH ACADEMY,219 W MAIN ST,BELLEVILLE,IL,ST. CLAIR
HOLY CHILDHOOD SCHOOL,215 N JOHN ST,MASCOUTAH,IL,ST. CLAIR
HOLY TRINITY CATHOLIC SCHOOL,504 FOUNTAINS PKWY,FAIRVIEW HEIGHTS,IL,ST. CLAIR
IMMANUEL LUTHERAN SCHOOL,1964 W PEARL CITY RD,FREEPORT,IL,STEPHENSON
LUTHERAN HIGH SCHOOL,3500 W WASHINGTON ST,SPRINGFIELD,IL,SANGAMON
MONTESSORI SCHOOL HOUSE OF SPRINGFIELD,717 RICKARD RD,SPRINGFIELD,IL,SANGAMON
OPEN BIBLE LEARNING CENTER,3800 W STEPHENSON ST,FREEPORT,IL,STEPHENSON
OUR LADY QUEEN OF PEACE SCHOOL,5915 N BELT W,BELLEVILLE,IL,ST. CLAIR
OUR SAVIORS LUTHERAN SCHOOL,2645 OLD JACKSONVILLE RD,SPRINGFIELD,IL,SANGAMON
SACRED HEART GRIFFIN HIGH SCHOOL,1200 W WASHINGTON ST,SPRINGFIELD,IL,SANGAMON
SISTER THEA BOWMAN CATHOLIC SCHOOL,8213 CHURCH LN,EAST SAINT LOUIS,IL,ST. CLAIR
SPRINGFIELD CHRISTIAN SCHOOL,2850 CIDER MILL LN,SPRINGFIELD,IL,SANGAMON
ST AGATHA ELEMENTARY SCHOOL,207 S MARKET ST,NEW ATHENS,IL,ST. CLAIR
ST AGNES ELEMENTARY SCHOOL,251 N AMOS AVE,SPRINGFIELD,IL,SANGAMON
ST ALOYSIUS ELEMENTARY SCHOOL,2125 N 21ST ST,SPRINGFIELD,IL,SANGAMON
ST CLARE CATHOLIC SCHOOL,214 W 3RD ST,O FALLON,IL,ST. CLAIR
ST JAMES CATHOLIC SCHOOL,412 W WASHINGTON ST,MILLSTADT,IL,ST. CLAIR
ST JOHN THE BAPTIST SCHOOL,10 S LINCOLN ST,SMITHTON,IL,ST. CLAIR
ST JOSEPH SCHOOL,2 N ALTON ST,FREEBURG,IL,ST. CLAIR
NOTRE DAME ACADEMY-ST. AUGUSTINE CAMPUS,1900 W BELLE ST,BELLEVILLE,IL,ST. CLAIR
ST MICHAEL THE ARCHANGEL SCHOOL,200 N CHURCH ST,SIGEL,IL,SHELBY
ST PATRICK CATHOLIC SCHOOL,1800 SOUTH GRAND AVE E,SPRINGFIELD,IL,SANGAMON
ST TERESA CATHOLIC SCHOOL,1108 LEBANON AVE,BELLEVILLE,IL,ST. CLAIR
THE HOPE SCHOOL LEARNING CENTER,15 E. HAZEL DELL LANE,SPRINGFIELD,IL,SANGAMON
TRI-COUNTY CHRISTIAN SCHOOL,2900 LORAS DR,FREEPORT,IL,STEPHENSON
TRINITY LUTHERAN SCHOOL,318 E SOUTH 1ST ST,STEWARDSON,IL,SHELBY
TRUE VINE CHRISTIAN ACADEMY SCHOOL,5700 OLD COLLINSVILLE RD,FAIRVIEW HEIGHTS,IL,ST. CLAIR
UNITY LUTHERAN CHRISTIAN ELEMENTARY SCHOOL,1600 N. 40TH STREET,EAST SAINT LOUIS,IL,ST. CLAIR
ZION LUTHERAN SCHOOL,1810 MCCLINTOCK AVE,BELLEVILLE,IL,ST. CLAIR
AQUIN CATHOLIC JR SR HIGH SCHOOL,1419 S GALENA AVE,FREEPORT,IL,STEPHENSON
BLESSED SACRAMENT SCHOOL,233 E GREENWOOD ST,MORTON,IL,TAZEWELL
CHRIST LUTHERAN SCHOOL,2000 18TH AVE,STERLING,IL,WHITESIDE
CHRISTIAN LIFE ACADEMY,133 S HIGHLAND ST,CREVE COEUR,IL,TAZEWELL
CREST HILL CHRISTIAN SCHOOL,21514 W DIVISION ST,LOCKPORT,IL,WILL
DANVILLE CHRISTIAN ACADEMY,428 N WALNUT ST,DANVILLE,IL,VERMILION
DANVILLE LUTHERAN SCHOOL,1930 N BOWMAN AVENUE RD,DANVILLE,IL,VERMILION
FAIRFIELD AMISH MENNONITE SCHOOL,29467 425 E ST,TAMPICO,IL,BUREAU
FAITH BAPTIST CHRISTIAN SCHOOL,1501 HOWARD CT,PEKIN,IL,TAZEWELL
FIRST BAPTIST CHRISTIAN SCHOOL,1211 N VERMILION ST,DANVILLE,IL,VERMILION
GOOD SHEPHERD LUTHERAN SCHOOL,3201 COURT ST,PEKIN,IL,TAZEWELL
HERITAGE CHRISTIAN SCHOOL,21739 S LA GRANGE RD,FRANKFORT,IL,WILL
HOLY FAMILY SCHOOL,600 BROOK FOREST AVE,SHOREWOOD,IL,WILL
IL CENTRAL CHRISTIAN SCHOOL,22648 GROSENBACH RD,WASHINGTON,IL,TAZEWELL
ILLINOIS LUTHERAN ELEMENTARY SCHOOL,448 CASS ST,CRETE,IL,WILL
IMMACULATE CONCEPTION SCHOOL,115 N B ST,MONMOUTH,IL,WARREN
IMMANUEL LUTHERAN SCHOOL,606 S HANOVER ST,OKAWVILLE,IL,WASHINGTON
LANCASTER CHRISTIAN SCHOOL,22525 E 640 RD,WEST SALEM,IL,WABASH
MONTESSORI SCHOOL OF LEMONT,16427 W. 135TH ST.,LEMONT,IL,WILL
NAPERVILLE MONTESSORI SCHOOL,2936 ARTESIAN RD,NAPERVILLE,IL,WILL
NEW HOPE CHRISTIAN ACADEMY,700 S. CAPITOL STREET,PEKIN,IL,TAZEWELL
NEWMAN CENTRAL CATHOLIC HIGH SCHOOL,1101 W 23RD ST,STERLING,IL,WHITESIDE
PROVIDENCE CATHOLIC HIGH SCHOOL,1800 W. LINCOLN HIGHWAY,NEW LENOX,IL,WILL
ST ALPHONSUS/ST PATRICK SCHOOL,20W145 DAVEY RD,LEMONT,IL,WILL
ST ANDREW CATHOLIC SCHOOL,701 11TH AVE,ROCK FALLS,IL,WHITESIDE
ST ANN SCHOOL,675 S MILL ST,NASHVILLE,IL,WASHINGTON
ST JOSEPH ELEMENTARY SCHOOL,529 MADISON ST,LOCKPORT,IL,WILL
ST JOSEPH ELEMENTARY SCHOOL,300 S 6TH ST,PEKIN,IL,TAZEWELL
ST JUDE SCHOOL,241 W 2ND AVE,NEW LENOX,IL,WILL
ST MARY CATHOLIC SCHOOL,417 CHESTNUT ST,MOUNT CARMEL,IL,WABASH
ST MARY ELEMENTARY SCHOOL,11409 195TH ST,MOKENA,IL,WILL
ST MARY IMMACULATE PARISH SCHOOL,15629 S ROUTE 59,PLAINFIELD,IL,WILL
ST PATRICK SCHOOL,100 HARVEY ST,WASHINGTON,IL,TAZEWELL
ST ROSE SCHOOL,626 S. KANKAKEE ST.,WILMINGTON,IL,WILL
TRINITY LUTHERAN SCHOOL,155 N. MAIN ST.,HOYLETON,IL,WASHINGTON
TRINITY-ST JOHN LUTHERAN SCHOOL,680 W WALNUT ST,NASHVILLE,IL,WASHINGTON
UCP - MELVIN J LARSON EDUCATION CENTER,311 S REED ST,JOLIET,IL,WILL
UNITY CHRISTIAN ELEMENTARY SCHOOL,711 10TH STREET,FULTON,IL,WHITESIDE
UNITY CHRISTIAN HIGH SCHOOL,711 10TH ST,FULTON,IL,WHITESIDE
WHEATLAND SALEM CHRISTIAN ACADEMY,1852 95TH ST,NAPERVILLE,IL,WILL
